UniprotID_inString,brite
Q13492,Membrane trafficking
Q02218,Enzymes
O75569,Chromosome and associated proteins
Q9NWB6,Spliceosome
Q6P1M0,Lipid biosynthesis proteins
P82675,Ribosome
Q96C01,none
Q9BXK5,none
P46940,Cytoskeleton proteins
P31327,Peptidases and inhibitors
not found,#N/A
Q14697,Enzymes
P35269,Transcription machinery
not found,#N/A
not found,#N/A
Q07666,Spliceosome
Q92667,Protein phosphatases and associated proteins
Q9BV40,Membrane trafficking
Q92667,Protein phosphatases and associated proteins
Q5SW79,Chromosome and associated proteins
Q9UGI8,Domain-containing proteins not elsewhere classified
O00139,Chromosome and associated proteins
not found,#N/A
Q12959,Chromosome and associated proteins
Q9Y512,Mitochondrial biogenesis
Q9GZT3,Cilium and associated proteins
P07339,Peptidases and inhibitors
P07942,none
P62310,Messenger RNA biogenesis
O60678,Chromosome and associated proteins
P11021,Chaperones and folding catalysts
Q9BUB7,Mitochondrial biogenesis
Q9Y5M8,Secretion system
P11047,none
not found,#N/A
Q9UFW8,none
Q5HYI8,GTP-binding proteins
not found,#N/A
Q9UBE0,Ubiquitin system
Q9BTE3,none
P09972,Membrane trafficking
Q9GZS3,Messenger RNA biogenesis
P05455,none
Q16204,none
P35579,Cytoskeleton proteins
Q96EL3,Ribosome
P31946,DNA repair and recombination proteins
P62829,Ribosome
Q9HD33,Ribosome
O14617,Membrane trafficking
P31946,DNA repair and recombination proteins
P60660,Cytoskeleton proteins
O00159,Protein phosphatases and associated proteins
Q16850,Cytochrome P450
Q9UH99,Chromosome and associated proteins
P15531,Membrane trafficking
Q13637,Membrane trafficking
Q96FW1,Peptidases and inhibitors
Q5JTJ3,Mitochondrial biogenesis
Q9NVD7,Cytoskeleton proteins
Q9NR12,Domain-containing proteins not elsewhere classified
Q13492,Membrane trafficking
P16455,DNA repair and recombination proteins
not found,#N/A
P11166,Transporters
P46977,Glycosyltransferases
Q9Y303,Enzymes
P49770,Translation factors
not found,#N/A
Q9NQ88,Enzymes
Q02809,Exosome
Q15006,Membrane trafficking
P08134,Membrane trafficking
Q9NQC3,Membrane trafficking
not found,#N/A
O95292,Membrane trafficking
P31946,DNA repair and recombination proteins
not found,#N/A
P02786,Peptidases and inhibitors
not found,#N/A
P18206,Cytoskeleton proteins
P31946,DNA repair and recombination proteins
Q8N4L2,Enzymes
Q8IWJ2,Membrane trafficking
Q0VDF9,none
P07948,Protein kinases
P14859,Transcription factors
Q9Y2W1,Spliceosome
Q9BRJ2,#N/A
not found,#N/A
Q5T280,Chromosome and associated proteins
Q8N766,Membrane trafficking
P08183,Transporters
not found,#N/A
O60763,none
Q9Y2R4,Ribosome biogenesis
Q9H4G0,Domain-containing proteins not elsewhere classified
Q9BRJ2,#N/A
not found,#N/A
not found,#N/A
P02786,Peptidases and inhibitors
Q5SW79,Chromosome and associated proteins
P51991,Messenger RNA biogenesis
Q6DD88,Membrane trafficking
not found,#N/A
Q9UBE0,Ubiquitin system
Q16204,none
P67809,Transcription factors
Q96AY3,Chaperones and folding catalysts
Q9BZL1,Spliceosome
Q9Y282,Membrane trafficking
O95671,Enzymes
Q9H3N1,none
Q99816,Membrane trafficking
Q15942,none
Q7Z7H8,Ribosome
O15027,Membrane trafficking
not found,#N/A
Q96F86,Messenger RNA biogenesis
Q7Z6M1,Membrane trafficking
O75688,Protein phosphatases and associated proteins
P30530,Protein kinases
Q9BQE5,none
Q9H0C8,Protein phosphatases and associated proteins
Q9P0J1,Protein phosphatases and associated proteins
Q9Y5L4,Mitochondrial biogenesis
Q9UBT2,Ubiquitin system
P46977,Glycosyltransferases
P35221,Cytoskeleton proteins
O15143,Membrane trafficking
P57729,Membrane trafficking
Q7Z3T8,Protein phosphatases and associated proteins
O60645,Membrane trafficking
Q9Y3B3,none
Q00978,Transcription factors
not found,#N/A
Q9UPY8,Chromosome and associated proteins
Q15003,Chromosome and associated proteins
Q9NVM6,Chaperones and folding catalysts
Q02809,Exosome
Q06203,Peptidases and inhibitors
Q8N766,Membrane trafficking
not found,#N/A
not found,#N/A
P54709,CD molecules
Q14764,Exosome
Q53H82,Mitochondrial biogenesis
Q6PIU2,Peptidases and inhibitors
P09417,Enzymes
P11166,Transporters
P30046,Enzymes
Q7Z3T8,Protein phosphatases and associated proteins
P05141,Mitochondrial biogenesis
Q86U28,Mitochondrial biogenesis
not found,#N/A
O96019,Transcription machinery
Q08379,Membrane trafficking
P07355,Membrane trafficking
Q8NBS9,Chaperones and folding catalysts
P52758,Enzymes
P09758,Exosome
Q9BU89,Enzymes
Q9GZT3,Cilium and associated proteins
O95782,Membrane trafficking
not found,#N/A
O43447,Spliceosome
P63010,Membrane trafficking
P27695,DNA repair and recombination proteins
P27824,Chaperones and folding catalysts
P82933,Ribosome
O00217,Enzymes
Q15631,none
Q9UM00,Membrane trafficking
P11388,DNA replication proteins
not found,#N/A
Q9Y3B8,Messenger RNA biogenesis
not found,#N/A
O00244,none
not found,#N/A
P51572,none
P00374,Enzymes
not found,#N/A
Q9HC52,Chromosome and associated proteins
P06493,Protein kinases
Q92945,Messenger RNA biogenesis
Q14839,Chromosome and associated proteins
P19823,Glycosaminoglycan binding proteins
Q99614,Chaperones and folding catalysts
Q01484,Cytoskeleton proteins
Q12907,Membrane trafficking
Q9Y446,none
P52298,Messenger RNA biogenesis
not found,#N/A
not found,#N/A
P36952,Peptidases and inhibitors
P53597,Enzymes
not found,#N/A
Q96PK6,none
not found,#N/A
Q9BV40,Membrane trafficking
A5YKK6,Messenger RNA biogenesis
Q13363,Membrane trafficking
P49711,Transcription factors
P10619,Peptidases and inhibitors
not found,#N/A
Q92841,Spliceosome
not found,#N/A
Q8TAT6,Ribosome biogenesis
Q9BQE3,Messenger RNA biogenesis
P27707,Enzymes
Q9NPA8,Transcription machinery
not found,#N/A
not found,#N/A
Q13618,Ubiquitin system
Q13641,none
not found,#N/A
O75368,Domain-containing proteins not elsewhere classified
Q9NZN4,Membrane trafficking
O95292,Membrane trafficking
Q13277,Membrane trafficking
P82970,Chromosome and associated proteins
Q96CS3,Messenger RNA biogenesis
Q9NUP9,Membrane trafficking
P52789,Membrane trafficking
Q15369,Ubiquitin system
Q9BT73,Proteasome
Q9P260,Membrane trafficking
P21333,Cytoskeleton proteins
Q8WXI9,Transcription factors
P02538,Cytoskeleton proteins
Q9UBT2,Ubiquitin system
P09471,Exosome
Q8N5N7,Ribosome
Q7Z3T8,Protein phosphatases and associated proteins
Q9UBI6,Exosome
Q92769,Chromosome and associated proteins
P46013,Protein phosphatases and associated proteins
Q9BS26,Membrane trafficking
Q92499,Spliceosome
P09429,Chromosome and associated proteins
Q9GZT3,Cilium and associated proteins
Q00577,Transcription factors
P16435,#N/A
Q6FI81,none
P49755,Membrane trafficking
P30519,Enzymes
P11021,Chaperones and folding catalysts
not found,#N/A
Q6NW29,none
Q13190,Membrane trafficking
P21980,Enzymes
P30046,Enzymes
P22223,Cell adhesion molecules
Q9Y3E2,Mitochondrial biogenesis
Q9HC84,Membrane trafficking
not found,#N/A
Q9NZ08,Peptidases and inhibitors
O60341,Chromosome and associated proteins
P62241,Ribosome
P82932,Ribosome
Q96LJ7,Enzymes
O75525,Spliceosome
Q9Y6G9,Membrane trafficking
P49916,DNA repair and recombination proteins
Q96G23,Enzymes
Q5T280,Chromosome and associated proteins
not found,#N/A
Q4VXU2,#N/A
Q9BU61,Mitochondrial biogenesis
Q9HAF1,Chromosome and associated proteins
Q9UNL2,Membrane trafficking
P25325,Enzymes
P43246,DNA repair and recombination proteins
not found,#N/A
P20591,none
Q99848,Ribosome biogenesis
O95782,Membrane trafficking
P30046,Enzymes
P07237,Chaperones and folding catalysts
Q16576,Chromosome and associated proteins
not found,#N/A
not found,#N/A
Q16656,Mitochondrial biogenesis
P09874,DNA replication proteins
Q5VV42,Transfer RNA biogenesis
Q13131,Protein kinases
Q9UJY5,Membrane trafficking
not found,#N/A
Q9Y303,Enzymes
P04844,none
P30086,Peptidases and inhibitors
P29034,Domain-containing proteins not elsewhere classified
P08240,Secretion system
not found,#N/A
O95159,none
Q8TEM1,Messenger RNA biogenesis
Q9ULW0,Chromosome and associated proteins
not found,#N/A
Q14498,Spliceosome
Q5T653,Ribosome
Q9NUD5,none
Q96AQ6,none
Q9BVK6,Membrane trafficking
O00178,Messenger RNA biogenesis
Q9NS86,none
Q9NPJ3,Lipid biosynthesis proteins
not found,#N/A
Q9Y2Q9,Ribosome
P05166,Enzymes
O43615,Mitochondrial biogenesis
not found,#N/A
Q13641,none
not found,#N/A
Q9HDC9,Membrane trafficking
P19387,Transcription machinery
Q9BV36,Membrane trafficking
P78527,Protein kinases
P04844,none
O60216,Chromosome and associated proteins
Q15404,none
Q9P0J1,Protein phosphatases and associated proteins
P52758,Enzymes
P49748,Enzymes
Q99496,Ubiquitin system
A1L0T0,Enzymes
O14802,Transcription machinery
P31040,Enzymes
P51532,Transcription machinery
Q9UBI6,Exosome
Q12824,Protein phosphatases and associated proteins
P05166,Enzymes
Q03519,Transporters
Q03518,Transporters
Q8N4L2,Enzymes
P82933,Ribosome
Q9UBM7,Enzymes
not found,#N/A
Q9BSH5,none
P05387,Ribosome
Q86VM9,Spliceosome
Q92922,Transcription machinery
O75694,Messenger RNA biogenesis
not found,#N/A
Q8TAQ2,Transcription machinery
Q08722,Cell adhesion molecules
Q96GX5,Protein kinases
Q9NX55,none
Q6DKI1,none
P27824,Chaperones and folding catalysts
Q969G3,Transcription machinery
Q9P0R6,none
Q8IWA0,Ribosome biogenesis
not found,#N/A
O75477,Ubiquitin system
P04843,none
Q8IWT6,Ion channels
O15027,Membrane trafficking
Q9UBE0,Ubiquitin system
O00515,none
Q9NX58,Transcription factors
Q14683,Chromosome and associated proteins
P84098,Ribosome
Q99417,Cilium and associated proteins
O43169,none
O96005,none
not found,#N/A
not found,#N/A
not found,#N/A
Q9BRT3,none
P02786,Peptidases and inhibitors
Q7Z3T8,Protein phosphatases and associated proteins
P31040,Enzymes
Q9NYL9,Cytoskeleton proteins
not found,#N/A
Q9UQE7,Chromosome and associated proteins
not found,#N/A
P07339,Peptidases and inhibitors
P16949,Cytoskeleton proteins
Q13641,none
Q96HE7,Enzymes
Q13190,Membrane trafficking
Q8TED1,Enzymes
Q9P0J1,Protein phosphatases and associated proteins
Q96PZ0,Transfer RNA biogenesis
Q8N766,Membrane trafficking
P23193,Transcription machinery
P42766,Ribosome
Q13523,Protein kinases
not found,#N/A
Q15554,DNA replication proteins
Q9H1A3,none
Q08722,Cell adhesion molecules
P78536,Peptidases and inhibitors
P05362,Exosome
P07996,Membrane trafficking
Q92786,Transcription factors
P08397,Enzymes
P14384,Peptidases and inhibitors
Q13263,Protein kinases
not found,#N/A
Q02880,DNA replication proteins
Q99848,Ribosome biogenesis
Q9UBM7,Enzymes
Q5JTV8,Chaperones and folding catalysts
Q9NZJ7,Mitochondrial biogenesis
Q12907,Membrane trafficking
not found,#N/A
not found,#N/A
P39656,none
Q13263,Protein kinases
P63279,Ubiquitin system
Q9UPY8,Chromosome and associated proteins
Q96T88,Ubiquitin system
P21796,Mitochondrial biogenesis
P51159,Membrane trafficking
O00629,none
Q96I15,Enzymes
Q9UI15,Membrane trafficking
P18887,DNA repair and recombination proteins
P57729,Membrane trafficking
P05166,Enzymes
P47755,Membrane trafficking
P78527,Protein kinases
Q9Y3B9,none
O75351,Membrane trafficking
Q9NY93,Ribosome biogenesis
Q96A26,none
Q9NQX7,Exosome
P07996,Membrane trafficking
Q12802,Membrane trafficking
Q9UJV9,Spliceosome
P61769,Exosome
P13667,Chaperones and folding catalysts
P08758,Exosome
Q8WWC4,none
P13073,none
O43278,Peptidases and inhibitors
Q5TGY3,Chromosome and associated proteins
O75694,Messenger RNA biogenesis
Q05209,Protein phosphatases and associated proteins
not found,#N/A
Q9H1A3,none
Q04912,Protein kinases
Q9Y608,Transcription factors
Q9BU61,Mitochondrial biogenesis
Q9NPA0,Membrane trafficking
Q99805,Exosome
Q14573,Protein phosphatases and associated proteins
Q13724,Exosome
not found,#N/A
P54619,none
Q8WWB7,none
P08754,Exosome
Q9H2D6,Cytoskeleton proteins
Q8NC56,Cytoskeleton proteins
not found,#N/A
Q96EC8,Membrane trafficking
Q9BYT8,Peptidases and inhibitors
Q9H7B2,Ribosome biogenesis
Q8NFQ8,Chaperones and folding catalysts
P10606,none
P82932,Ribosome
Q6UXV4,Mitochondrial biogenesis
Q13523,Protein kinases
P05388,Ribosome
O95782,Membrane trafficking
Q99623,Mitochondrial biogenesis
O00515,none
not found,#N/A
P14854,none
P61019,Membrane trafficking
not found,#N/A
O43660,Spliceosome
Q6PD74,Membrane trafficking
Q9ULU4,Domain-containing proteins not elsewhere classified
not found,#N/A
Q9HDC9,Membrane trafficking
Q14678,DNA repair and recombination proteins
P46063,DNA repair and recombination proteins
Q3ZCQ8,Mitochondrial biogenesis
Q14697,Enzymes
Q9BTV4,none
P09669,none
P33121,Lipid biosynthesis proteins
P17676,Transcription factors
P15954,none
not found,#N/A
Q96QD9,none
O94851,Membrane trafficking
P51572,none
P15311,Cytoskeleton proteins
O95816,Chaperones and folding catalysts
O14874,Protein kinases
not found,#N/A
P07199,Chromosome and associated proteins
Q9Y3E5,Translation factors
Q2TB10,none
P07686,Chaperones and folding catalysts
Q92947,Enzymes
Q9BS26,Membrane trafficking
Q13510,Peptidases and inhibitors
P05362,Exosome
not found,#N/A
O00754,Enzymes
P00403,Mitochondrial biogenesis
O60568,Glycosyltransferases
not found,#N/A
Q14554,Chaperones and folding catalysts
O95881,Membrane trafficking
P26885,Chaperones and folding catalysts
Q9NZ08,Peptidases and inhibitors
Q8IYS2,none
Q9Y5M8,Secretion system
Q9Y3Y2,none
O00483,none
O43402,Membrane trafficking
not found,#N/A
not found,#N/A
Q86Y82,Membrane trafficking
O94766,Glycosyltransferases
O75880,Mitochondrial biogenesis
J3QKM9,#N/A
Q13217,Chaperones and folding catalysts
P51571,Membrane trafficking
Q9Y4P3,Translation factors
Q8N3D4,Membrane trafficking
P51572,none
Q9UHY1,Protein kinases
Q9BRT3,none
Q00765,Exosome
Q9P2W9,Membrane trafficking
Q05209,Protein phosphatases and associated proteins
Q9H6V9,none
Q8NBJ7,none
Q92673,Membrane trafficking
Q9UIQ6,Peptidases and inhibitors
P04843,none
Q8IZL8,Ribosome biogenesis
Q15904,none
not found,#N/A
P29350,Protein phosphatases and associated proteins
Q9BVK6,Membrane trafficking
O95782,Membrane trafficking
Q16798,Enzymes
Q9BSJ8,none
Q9P2R7,Exosome
Q969G3,Transcription machinery
Q96HE7,Enzymes
Q9Y3U8,Ribosome
P05141,Mitochondrial biogenesis
Q9Y3B3,none
Q63ZY3,DNA repair and recombination proteins
not found,#N/A
O75525,Spliceosome
O75381,Membrane trafficking
Q9P0I2,Membrane trafficking
Q8NC56,Cytoskeleton proteins
O43818,Ribosome biogenesis
P62913,Ribosome
P49790,Messenger RNA biogenesis
P62750,Ribosome
Q8NBJ5,Glycosyltransferases
Q6YN16,none
P53597,Enzymes
Q05209,Protein phosphatases and associated proteins
Q9NXE4,Enzymes
P49755,Membrane trafficking
O94905,Ubiquitin system
Q86YQ8,Domain-containing proteins not elsewhere classified
Q00765,Exosome
Q15738,Enzymes
P30050,Ribosome
Q9Y276,Mitochondrial biogenesis
Q9Y3B9,none
Q5T0W9,Domain-containing proteins not elsewhere classified
Q99543,Chaperones and folding catalysts
P26373,Ribosome
Q15006,Membrane trafficking
Q32P28,Chaperones and folding catalysts
Q9NYU2,Glycosyltransferases
Q8NFH5,Messenger RNA biogenesis
P84098,Ribosome
P39656,none
P62829,Ribosome
not found,#N/A
Q9BPX5,Membrane trafficking
O75449,Cytoskeleton proteins
Q14573,Protein phosphatases and associated proteins
J3QKM9,#N/A
P11233,Membrane trafficking
Q92542,none
Q5M775,Cytoskeleton proteins
Q14807,Cytoskeleton proteins
P27797,Chaperones and folding catalysts
P20700,Cytoskeleton proteins
Q13277,Membrane trafficking
O95881,Membrane trafficking
Q9BVT8,Ubiquitin system
P62750,Ribosome
O15173,Exosome
Q9H3N1,none
Q9UJZ1,Transporters
P51572,none
Q9H2M9,Membrane trafficking
P49790,Messenger RNA biogenesis
Q96KA5,none
P13611,Proteoglycans
not found,#N/A
P51571,Membrane trafficking
Q9H6R3,Lipid biosynthesis proteins
P14314,Lectins
Q96FV9,Messenger RNA biogenesis
not found,#N/A
Q9NY93,Ribosome biogenesis
P83731,Ribosome
Q8N766,Membrane trafficking
P60468,Membrane trafficking
Q6PIU2,Peptidases and inhibitors
Q9UBS4,Chaperones and folding catalysts
not found,#N/A
Q9NXE4,Enzymes
Q9BTE1,Chromosome and associated proteins
Q9NW82,Ubiquitin system
J3QKM9,#N/A
Q6ZRV2,Cytoskeleton proteins
P22033,Enzymes
P46776,Ribosome
O75381,Membrane trafficking
Q02218,Enzymes
Q8N335,Enzymes
O43660,Spliceosome
Q5SRE5,Messenger RNA biogenesis
Q96AY3,Chaperones and folding catalysts
P27824,Chaperones and folding catalysts
P62888,Ribosome
P36957,Enzymes
P11021,Chaperones and folding catalysts
P62910,Ribosome
O75382,Ubiquitin system
P50402,none
Q16831,Enzymes
not found,#N/A
Q96S52,none
P35251,DNA replication proteins
Q14318,Protein phosphatases and associated proteins
Q9UJV9,Spliceosome
Q9UJY5,Membrane trafficking
Q6UVY6,none
Q8N5F7,Spliceosome
P26885,Chaperones and folding catalysts
O60245,Protein phosphatases and associated proteins
Q9H2V7,Transporters
Q9UI42,Peptidases and inhibitors
Q9GZR2,Ribosome biogenesis
Q9H173,Mitochondrial biogenesis
P15848,Enzymes
Q13753,none
Q8N3D4,Membrane trafficking
Q8N2F6,Domain-containing proteins not elsewhere classified
Q12846,Membrane trafficking
Q8TC12,Enzymes
not found,#N/A
Q9Y375,Mitochondrial biogenesis
Q9Y3U8,Ribosome
P46777,Protein phosphatases and associated proteins
P05387,Ribosome
Q15006,Membrane trafficking
P14625,Chaperones and folding catalysts
not found,#N/A
Q12846,Membrane trafficking
A6NHR9,Chromosome and associated proteins
Q9NPA0,Membrane trafficking
Q9NX40,none
P62277,Ribosome
Q8NFH3,Messenger RNA biogenesis
P26885,Chaperones and folding catalysts
Q8WWY3,Spliceosome
Q03519,Transporters
Q9Y6D9,Chromosome and associated proteins
P62269,Ribosome
Q9Y697,Transfer RNA biogenesis
Q12907,Membrane trafficking
Q14573,Protein phosphatases and associated proteins
Q9UNS1,Chromosome and associated proteins
Q99933,Chaperones and folding catalysts
Q9H2P0,Transcription factors
Q14331,Spliceosome
not found,#N/A
Q8TBQ9,none
P30101,Chaperones and folding catalysts
P27797,Chaperones and folding catalysts
Q7Z7H5,Membrane trafficking
Q9Y4L1,Chaperones and folding catalysts
P61619,Membrane trafficking
O75477,Ubiquitin system
P60866,Ribosome
O43402,Membrane trafficking
Q03518,Transporters
Q9BXP2,Transporters
Q13123,Spliceosome
Q96GD4,Protein kinases
Q9UNL2,Membrane trafficking
O60507,Enzymes
Q9BVK6,Membrane trafficking
Q8NBS9,Chaperones and folding catalysts
not found,#N/A
P62857,Ribosome
O95639,Transcription machinery
not found,#N/A
P09467,Exosome
P30040,Membrane trafficking
Q8IYS2,none
P04843,none
Q14574,Cell adhesion molecules
Q9H6D7,Chromosome and associated proteins
P23396,Ribosome
O43402,Membrane trafficking
Q09328,Glycosyltransferases
O75891,Enzymes
Q9UBS4,Chaperones and folding catalysts
P14314,Lectins
P12270,Messenger RNA biogenesis
Q14697,Enzymes
not found,#N/A
Q8IZW8,Protein phosphatases and associated proteins
Q96N64,Chromosome and associated proteins
Q13523,Protein kinases
O43660,Spliceosome
P55081,Spliceosome
O75694,Messenger RNA biogenesis
Q99459,Spliceosome
Q9NW64,Spliceosome
Q5JTZ9,Amino acid related enzymes
Q7L5D6,Membrane trafficking
P61247,Ribosome
Q92629,none
Q8WUM0,Messenger RNA biogenesis
Q99567,Messenger RNA biogenesis
Q9NRS6,Domain-containing proteins not elsewhere classified
P13667,Chaperones and folding catalysts
P54687,Amino acid related enzymes
Q08722,Cell adhesion molecules
Q15006,Membrane trafficking
Q96KR1,Spliceosome
Q9Y6D5,Membrane trafficking
P51571,Membrane trafficking
O75934,Spliceosome
Q9Y483,Transcription factors
Q99933,Chaperones and folding catalysts
Q8WYP5,none
Q9BTE1,Chromosome and associated proteins
Q13573,Spliceosome
P12270,Messenger RNA biogenesis
P13929,Messenger RNA biogenesis
P62701,Ribosome
Q9H1A3,none
Q9P266,none
Q6UXD5,Domain-containing proteins not elsewhere classified
Q9UMS4,Spliceosome
Q7Z3B4,Messenger RNA biogenesis
Q53GA4,Domain-containing proteins not elsewhere classified
P46782,Ribosome
Q8NC56,Cytoskeleton proteins
P63027,Membrane trafficking
O43759,none
O14874,Protein kinases
not found,#N/A
Q9NZU0,Domain-containing proteins not elsewhere classified
Q9P1Y5,Protein phosphatases and associated proteins
Q96AT1,none
Q08495,none
Q8N884,Enzymes
P57740,Messenger RNA biogenesis
P05413,Exosome
Q9H307,Messenger RNA biogenesis
Q2VPK5,Transfer RNA biogenesis
Q8N1F7,Messenger RNA biogenesis
not found,#N/A
Q8NFH5,Messenger RNA biogenesis
O00534,Domain-containing proteins not elsewhere classified
P14314,Lectins
Q15345,Ubiquitin system
P49790,Messenger RNA biogenesis
P13929,Messenger RNA biogenesis
P62753,Ribosome
Q86UE8,Protein kinases
O75934,Spliceosome
P62081,Ribosome
P53355,Protein kinases
Q99459,Spliceosome
O43414,Chromosome and associated proteins
Q9Y6D5,Membrane trafficking
P00749,Peptidases and inhibitors
Q6PCB7,Lipid biosynthesis proteins
Q13123,Spliceosome
